1204338821246128128;MONAHASHl;Tue Dec 10 09:55:25 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204338743399866370;Si_G__;Tue Dec 10 09:55:06 +0000 2019;RT @ithrynluin1: @Si_G__ @183_jo @DVATW ✝️🍁🇺🇸❌#World #PatriotsAwakened #WatOnChristians #Jews #ExMuslims #NonMuslim #Women #Slavery #StopCh…;0
1204338676756549632;khansultani45;Tue Dec 10 09:54:50 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204338584712613889;sullentruth;Tue Dec 10 09:54:28 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204338188753526784;RaeeAkram;Tue Dec 10 09:52:54 +0000 2019;RT @youdebunked: @WarWounded__ @Intellegencia1 @waqasshah50 @AZsafvi @Madeeat @KhanAmerKhan In other words, #Modi acceptance of interferenc…;0
1204338046717415424;igoenpsb;Tue Dec 10 09:52:20 +0000 2019;RT @erna_st: Muslim schoolgirl, 14, is too scared to leave her house after being choked with her own hijab and punched by woman shouting ra…;0
1204337905251930112;1385beac5b0741f;Tue Dec 10 09:51:46 +0000 2019;RT @MediaFactoryInl: A daring subject and its realistic depiction make #AFREEN a must-watch. The director Aashish Chanana has chosen to por…;0
1204337565169573889;RiffatMehmood9;Tue Dec 10 09:50:25 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204337522609754113;TeguhPararuguh;Tue Dec 10 09:50:15 +0000 2019;"RT @doamuslims: Woman who 'strangled schoolgirl with her own #Hijab' let off with a caution

Redena Al-Hadi, 14, &amp; her sister Wida, 13 have…";0
1204337001908060165;ejajq21;Tue Dec 10 09:48:11 +0000 2019;RT @itsmejerrin: When foreign countries start rejecting Indian visas/citizenship based on religion, then only we would realize the deep shi…;0
1204337000951767040;itsallgonemad;Tue Dec 10 09:48:11 +0000 2019;"@KTHopkins I'm impressed Katie apart from one reply moaning at you for telling the truth there are no replies calling you a #Racist or a #Bigot or their trump card... accusing you of #Islamophobia!!!

What the hell?!?! 😂😂😂";0
1204336813973921793;sharifmadinah;Tue Dec 10 09:47:26 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204336687016366080;Shahidhusain111;Tue Dec 10 09:46:56 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204336543554555906;swilin_;Tue Dec 10 09:46:22 +0000 2019;RT @doamuslims: An 11-year-old Muslim girl's #Hijab was ripped off by two teenagers (17 and 16) in a brutal Islamophobic attack in the Germ…;0
1204336471798358016;MzemoNews;Tue Dec 10 09:46:05 +0000 2019;RT @MuslimCouncil: PRESS RELEASE: The MCB has written to @BBC Director General Tony Hall to raise its concerns about the lack of proportion…;0
