1204338429057781760;BrianCMulloy76;Tue Dec 10 09:53:51 +0000 2019;"@esau7 @John_F_Kennnedy Thou shalt do war by way of deception
- Mossad #terrorist";0
1204335334202449920;AghdasiAfshin;Tue Dec 10 09:41:33 +0000 2019;"#IRGC is a #terrorist group #The supporters of the #Iranian regime are #terrorist group
#نظام_رفتنی_است
#‌سپاە_تروریستی_پاسداران_ایران
#پیشمرگە_کورد_کوردستان";0
1204331807828631552;FreedomHK6;Tue Dec 10 09:27:33 +0000 2019;@realDonaldTrump Thank you President for beating #Terrorist Xi https://t.co/YHQvpe1oNL;0
1204331425056645121;McguireScotty;Tue Dec 10 09:26:01 +0000 2019;"RT @CamiP934: Pensacola NAS shooting victim 'saved countless lives w/his own'.
⚠️These were 4 Saudi #terrorist training on our base. 1 was…";0
1204330986542116864;EsiscTeam;Tue Dec 10 09:24:17 +0000 2019;"Netherlands: #Terrorist #threat downgraded to level 3, #attacks are conceivable
https://t.co/vs79JIJpbt";0
1204330883479678977;JPulasaria;Tue Dec 10 09:23:52 +0000 2019;"RT @thevijaymahajan: Separatist &amp; Jihadi leaders behind bars, thousands of jihadis detained in jails. Finally yes, all is NORMAL in Kashmir…";0
1204330317533892608;okeyjohn11;Tue Dec 10 09:21:37 +0000 2019;RT @jim3love: What is the crime of Barr Ifeanyi Ejiofor the #IPOB lawyer that te zoo Nigeria #terrorist government killed #innocent people…;0
1204329994345951232;okeyjohn11;Tue Dec 10 09:20:20 +0000 2019;RT @jim3love: The combined team of the zoo Nigeria #terrorist #Army and #Police invaded Barr Ifeanyi Ejiofor lawyer to Mazi Nnamdi Kanu com…;0
1204329616283983872;wealdengirl;Tue Dec 10 09:18:50 +0000 2019;"RT @gy_sh1n: Corbyn has spent his entire political career providing succour &amp; support to various #terrorist #extremist #militant groups fro…";0
1204329615444963328;ArjunHey;Tue Dec 10 09:18:50 +0000 2019;"@ImranKhanPTI Okay Niazi ! This a list of #Terrorist #Nation #Pakistan ‘s  Contribution to Islamic terrorism &amp; religious &amp; ethnic  #Genocide 🛑 Stop prostituting yourself to #China #Uyghurs #HongKongProtests speak up against #China fool https://t.co/c5RDqXUlaP";0
1204329460255903745;BagwereUganda;Tue Dec 10 09:18:13 +0000 2019;"According to a Pew Research Center survey: undergoing a personal #health crisis (75%), being able to pay their bills (67%), or being the victim of a home invasion (72%) or #terrorist attack (66%). #Bible #Bibleless #Bibletranslation #mission #TeamJesus 
https://t.co/PVUDwrsgbg";0
